# city	citylabel	year	population
http://harth.org/andreas/2017/citydata/unsd/cities#019070U	Hassan	2011	155006
http://harth.org/andreas/2017/citydata/unsd/cities#019060U	Hardwar	2011	231338
http://harth.org/andreas/2017/citydata/unsd/cities#019250U	Jaipur	2011	3046163
http://harth.org/andreas/2017/citydata/unsd/cities#019260U	Jalandhar	2011	868929
http://harth.org/andreas/2017/citydata/unsd/cities#019240U	Jagdalpur	2011	125463
http://harth.org/andreas/2017/citydata/unsd/cities#019210U	Jabalpur	2011	1081677
http://harth.org/andreas/2017/citydata/unsd/cities#019230U	Jagadhri	2011	124894
http://harth.org/andreas/2017/citydata/unsd/cities#019180U	Imphal	2011	277196
http://harth.org/andreas/2017/citydata/unsd/cities#019170U	Ichalkaranji	2011	287353
http://harth.org/andreas/2017/citydata/unsd/cities#019340U	Jaunpur	2011	180362
http://harth.org/andreas/2017/citydata/unsd/cities#019360U	Jhansi	2011	505693
http://harth.org/andreas/2017/citydata/unsd/cities#019350U	Jetpur Navagadh	2011	118302
http://harth.org/andreas/2017/citydata/unsd/cities#019330U	Jamuria	2011	149220
http://harth.org/andreas/2017/citydata/unsd/cities#019390U	Jodhpur	2011	1056191
http://harth.org/andreas/2017/citydata/unsd/cities#019320U	Jamshedpur	2011	677350
http://harth.org/andreas/2017/citydata/unsd/cities#019310U	Jamnagar	2011	600943
http://harth.org/andreas/2017/citydata/unsd/cities#019300U	Jammu	2011	576198
http://harth.org/andreas/2017/citydata/unsd/cities#019430U	Kakinada	2011	384182
http://harth.org/andreas/2017/citydata/unsd/cities#019290U	Jalpaiguri	2011	107341
http://harth.org/andreas/2017/citydata/unsd/cities#019280U	Jalna	2011	285577
http://harth.org/andreas/2017/citydata/unsd/cities#019460U	Kalyan Dombivali	2011	1247327
http://harth.org/andreas/2017/citydata/unsd/cities#019270U	Jalgaon	2011	460228
http://harth.org/andreas/2017/citydata/unsd/cities#019470U	Kamarhati	2011	330211
http://harth.org/andreas/2017/citydata/unsd/cities#019440U	Kalol	2011	134426
http://harth.org/andreas/2017/citydata/unsd/cities#019500U	Kanchrapara	2011	129576
http://harth.org/andreas/2017/citydata/unsd/cities#019420U	Kaithal	2011	144915
http://harth.org/andreas/2017/citydata/unsd/cities#019410U	Junagadh	2011	319462
http://harth.org/andreas/2017/citydata/unsd/cities#019400U	Jorhat	2011	126736
http://harth.org/andreas/2017/citydata/unsd/cities#019570U	Karimnagar	2011	289821
http://harth.org/andreas/2017/citydata/unsd/cities#019380U	Jind	2011	167592
http://harth.org/andreas/2017/citydata/unsd/cities#019580U	Karnal	2011	302140
http://harth.org/andreas/2017/citydata/unsd/cities#019370U	Jhunjhunun	2011	118473
http://harth.org/andreas/2017/citydata/unsd/cities#019600U	Katihar	2011	240838
http://harth.org/andreas/2017/citydata/unsd/cities#019560U	Karawal Nagar	2011	224281
http://harth.org/andreas/2017/citydata/unsd/cities#019630U	Khanna	2011	128137
http://harth.org/andreas/2017/citydata/unsd/cities#019550U	Karaikkudi	2011	106714
http://harth.org/andreas/2017/citydata/unsd/cities#019650U	Khardaha	2011	108496
http://harth.org/andreas/2017/citydata/unsd/cities#019510U	Kanhangad	2011	125564
http://harth.org/andreas/2017/citydata/unsd/cities#019530U	Kanpur	2011	2768057
http://harth.org/andreas/2017/citydata/unsd/cities#019490U	Kancheepuram	2011	164384
http://harth.org/andreas/2017/citydata/unsd/cities#019700U	Kochi	2011	633553
http://harth.org/andreas/2017/citydata/unsd/cities#019680U	Kishangarh	2011	154886
http://harth.org/andreas/2017/citydata/unsd/cities#019670U	Kirari Suleman Nagar	2011	283211
http://harth.org/andreas/2017/citydata/unsd/cities#019660U	Khargone	2011	116150
http://harth.org/andreas/2017/citydata/unsd/cities#019640U	Kharagpur	2011	207604
http://harth.org/andreas/2017/citydata/unsd/cities#019800U	Krishnanagar	2011	153062
http://harth.org/andreas/2017/citydata/unsd/cities#019620U	Khandwa	2011	200738
http://harth.org/andreas/2017/citydata/unsd/cities#019840U	Kumbakonam	2011	140156
http://harth.org/andreas/2017/citydata/unsd/cities#019610U	Khammam	2011	196283
http://harth.org/andreas/2017/citydata/unsd/cities#019850U	Kurnool	2011	457633
http://harth.org/andreas/2017/citydata/unsd/cities#019830U	Kulti	2011	313809
http://harth.org/andreas/2017/citydata/unsd/cities#019790U	Kozhikode	2011	550440
http://harth.org/andreas/2017/citydata/unsd/cities#019880U	Lalitpur	2011	133305
http://harth.org/andreas/2017/citydata/unsd/cities#019760U	Kota	2011	1001694
http://harth.org/andreas/2017/citydata/unsd/cities#019900U	Loni	2011	516082
http://harth.org/andreas/2017/citydata/unsd/cities#019910U	Lucknow	2011	2817105
http://harth.org/andreas/2017/citydata/unsd/cities#019750U	Korba	2011	365253
http://harth.org/andreas/2017/citydata/unsd/cities#019740U	Kollam	2011	367107
http://harth.org/andreas/2017/citydata/unsd/cities#019730U	Kolkata (Calcutta)	2011	4496694
http://harth.org/andreas/2017/citydata/unsd/cities#019930U	Machilipatnam	2011	169892
http://harth.org/andreas/2017/citydata/unsd/cities#019720U	Kolhapur	2011	549236
http://harth.org/andreas/2017/citydata/unsd/cities#019710U	Kolar	2011	138462
http://harth.org/andreas/2017/citydata/unsd/cities#019950U	Madhyamgram	2011	196127
http://harth.org/andreas/2017/citydata/unsd/cities#019940U	Madanapalle	2011	180180
http://harth.org/andreas/2017/citydata/unsd/cities#019980U	Mahbubnagar	2011	190400
http://harth.org/andreas/2017/citydata/unsd/cities#019920U	Ludhiana	2011	1618879
http://harth.org/andreas/2017/citydata/unsd/cities#019890U	Latur	2011	382940
http://harth.org/andreas/2017/citydata/unsd/cities#020030U	Malegaon	2011	481228
http://harth.org/andreas/2017/citydata/unsd/cities#019870U	Lakhimpur	2011	151993
http://harth.org/andreas/2017/citydata/unsd/cities#020080U	Mandya	2011	137358
http://harth.org/andreas/2017/citydata/unsd/cities#020090U	Mangalore	2011	499487
http://harth.org/andreas/2017/citydata/unsd/cities#020070U	Mandsaur	2011	141667
http://harth.org/andreas/2017/citydata/unsd/cities#020130U	Mathura	2011	349909
http://harth.org/andreas/2017/citydata/unsd/cities#020040U	Malerkotla	2011	135424
http://harth.org/andreas/2017/citydata/unsd/cities#020020U	Malappuram	2011	101386
http://harth.org/andreas/2017/citydata/unsd/cities#020010U	Mainpuri	2011	136557
http://harth.org/andreas/2017/citydata/unsd/cities#020000U	Maheshtala	2011	448317
http://harth.org/andreas/2017/citydata/unsd/cities#019990U	Mahesana	2011	190753
http://harth.org/andreas/2017/citydata/unsd/cities#019960U	Madurai	2011	1017865
http://harth.org/andreas/2017/citydata/unsd/cities#020200U	Modinagar	2011	130325
http://harth.org/andreas/2017/citydata/unsd/cities#020180U	Mira Bhayandar	2011	809378
http://harth.org/andreas/2017/citydata/unsd/cities#020190U	Mirzapur-cum-Vindhyachal	2011	234871
http://harth.org/andreas/2017/citydata/unsd/cities#020230U	Moradabad	2011	887871
http://harth.org/andreas/2017/citydata/unsd/cities#020170U	Meerut	2011	1305429
http://harth.org/andreas/2017/citydata/unsd/cities#020260U	Morvi	2011	210451
http://harth.org/andreas/2017/citydata/unsd/cities#020160U	Medinipur	2011	169264
http://harth.org/andreas/2017/citydata/unsd/cities#020150U	Maunath Bhanjan	2011	278745
http://harth.org/andreas/2017/citydata/unsd/cities#020100U	Mango	2011	223805
http://harth.org/andreas/2017/citydata/unsd/cities#020300U	Munger	2011	213303
http://harth.org/andreas/2017/citydata/unsd/cities#020310U	Murwara (Katni)	2011	221883
http://harth.org/andreas/2017/citydata/unsd/cities#020280U	Mughalsarai	2011	109650
http://harth.org/andreas/2017/citydata/unsd/cities#020360U	Nadiad	2011	225071
http://harth.org/andreas/2017/citydata/unsd/cities#020270U	Motihari	2011	126158
http://harth.org/andreas/2017/citydata/unsd/cities#020370U	Nagaon	2011	121628
http://harth.org/andreas/2017/citydata/unsd/cities#020240U	Morena	2011	200482
http://harth.org/andreas/2017/citydata/unsd/cities#020400U	Naihati	2011	217900
http://harth.org/andreas/2017/citydata/unsd/cities#020210U	Moga	2011	163397
http://harth.org/andreas/2017/citydata/unsd/cities#020420U	Nalgonda	2011	154326
http://harth.org/andreas/2017/citydata/unsd/cities#020440U	Nanded Waghala	2011	550439
http://harth.org/andreas/2017/citydata/unsd/cities#020390U	Nagpur	2011	2405665
http://harth.org/andreas/2017/citydata/unsd/cities#020380U	Nagercoil	2011	224849
http://harth.org/andreas/2017/citydata/unsd/cities#020500U	Navsari	2011	171109
http://harth.org/andreas/2017/citydata/unsd/cities#020350U	Nabadwip	2011	125543
http://harth.org/andreas/2017/citydata/unsd/cities#020340U	Mysore	2011	920550
http://harth.org/andreas/2017/citydata/unsd/cities#020320U	Muzaffarnagar	2011	392768
http://harth.org/andreas/2017/citydata/unsd/cities#020330U	Muzaffarpur	2011	354462
http://harth.org/andreas/2017/citydata/unsd/cities#020550U	Nizamabad	2011	311152
http://harth.org/andreas/2017/citydata/unsd/cities#020520U	Nellore	2011	547621
http://harth.org/andreas/2017/citydata/unsd/cities#020540U	Neyveli	2011	105731
http://harth.org/andreas/2017/citydata/unsd/cities#020510U	Neemuch	2011	128561
http://harth.org/andreas/2017/citydata/unsd/cities#020610U	Orai	2011	190575
http://harth.org/andreas/2017/citydata/unsd/cities#020490U	Navi Mumbai (New Bombay)	2011	1120547
http://harth.org/andreas/2017/citydata/unsd/cities#020620U	Ozhukarai	2011	300104
http://harth.org/andreas/2017/citydata/unsd/cities#020470U	Nashik	2011	1486053
http://harth.org/andreas/2017/citydata/unsd/cities#020460U	Nangloi Jat	2011	205596
http://harth.org/andreas/2017/citydata/unsd/cities#020450U	Nandyal	2011	211424
http://harth.org/andreas/2017/citydata/unsd/cities#020660U	Pallavaram	2011	233984
http://harth.org/andreas/2017/citydata/unsd/cities#020650U	Pali	2011	230075
http://harth.org/andreas/2017/citydata/unsd/cities#020640U	Palanpur	2011	141592
http://harth.org/andreas/2017/citydata/unsd/cities#020690U	Panihati	2011	377347
http://harth.org/andreas/2017/citydata/unsd/cities#020630U	Palakkad	2011	130955
http://harth.org/andreas/2017/citydata/unsd/cities#020600U	Ongole	2011	208344
http://harth.org/andreas/2017/citydata/unsd/cities#020580U	North Dum Dum	2011	249142
http://harth.org/andreas/2017/citydata/unsd/cities#020570U	North Barrackpur	2011	132806
http://harth.org/andreas/2017/citydata/unsd/cities#020730U	Patan	2011	133737
http://harth.org/andreas/2017/citydata/unsd/cities#020560U	Noida	2011	637272
http://harth.org/andreas/2017/citydata/unsd/cities#020750U	Patiala	2011	446246
http://harth.org/andreas/2017/citydata/unsd/cities#020760U	Patna	2011	1684297
http://harth.org/andreas/2017/citydata/unsd/cities#020740U	Pathankot	2011	156306
http://harth.org/andreas/2017/citydata/unsd/cities#020720U	Parbhani	2011	307170
http://harth.org/andreas/2017/citydata/unsd/cities#020810U	Pimpri Chinchwad	2011	1727692
http://harth.org/andreas/2017/citydata/unsd/cities#020710U	Panvel	2011	180020
http://harth.org/andreas/2017/citydata/unsd/cities#020700U	Panipat	2011	295970
http://harth.org/andreas/2017/citydata/unsd/cities#020850U	Port Blair	2011	108058
http://harth.org/andreas/2017/citydata/unsd/cities#020680U	Panchkula	2011	211355
http://harth.org/andreas/2017/citydata/unsd/cities#020880U	Pune	2011	3124458
http://harth.org/andreas/2017/citydata/unsd/cities#020670U	Palwal	2011	131926
http://harth.org/andreas/2017/citydata/unsd/cities#020900U	Purnia	2011	282248
http://harth.org/andreas/2017/citydata/unsd/cities#020890U	Puri	2011	200564
http://harth.org/andreas/2017/citydata/unsd/cities#020870U	Pudukkottai	2011	117630
http://harth.org/andreas/2017/citydata/unsd/cities#020860U	Proddatur	2011	163970
http://harth.org/andreas/2017/citydata/unsd/cities#020950U	Raiganj	2011	183612
http://harth.org/andreas/2017/citydata/unsd/cities#020840U	Porbandar	2011	152760
http://harth.org/andreas/2017/citydata/unsd/cities#020980U	Rajahmundry	2011	376333
http://harth.org/andreas/2017/citydata/unsd/cities#020990U	Rajapalayam	2011	130442
http://harth.org/andreas/2017/citydata/unsd/cities#020800U	Pilibhit	2011	127988
http://harth.org/andreas/2017/citydata/unsd/cities#021020U	Rajkot	2011	1323363
http://harth.org/andreas/2017/citydata/unsd/cities#021000U	Rajarhat Gopalpur	2011	402844
http://harth.org/andreas/2017/citydata/unsd/cities#021040U	Rajpur Sonarpur	2011	424368
http://harth.org/andreas/2017/citydata/unsd/cities#020970U	Raipur	2011	1027264
http://harth.org/andreas/2017/citydata/unsd/cities#021070U	Rampur	2011	325313
http://harth.org/andreas/2017/citydata/unsd/cities#020960U	Raigarh	2011	150019
http://harth.org/andreas/2017/citydata/unsd/cities#020940U	Raichur	2011	234073
http://harth.org/andreas/2017/citydata/unsd/cities#021110U	Ratlam	2011	264914
http://harth.org/andreas/2017/citydata/unsd/cities#020930U	Rae Bareli	2011	191316
http://harth.org/andreas/2017/citydata/unsd/cities#020910U	Puruliya	2011	121067
http://harth.org/andreas/2017/citydata/unsd/cities#021130U	Raurkela Industrial Township	2011	216410
http://harth.org/andreas/2017/citydata/unsd/cities#021120U	Raurkela Town	2011	320040
http://harth.org/andreas/2017/citydata/unsd/cities#021090U	Ranchi	2011	1073427
http://harth.org/andreas/2017/citydata/unsd/cities#021100U	Raniganj	2011	129441
http://harth.org/andreas/2017/citydata/unsd/cities#021200U	S.A.S. Nagar	2011	166864
http://harth.org/andreas/2017/citydata/unsd/cities#021210U	Sagar	2011	274556
http://harth.org/andreas/2017/citydata/unsd/cities#021050U	Ramagundam	2011	242979
http://harth.org/andreas/2017/citydata/unsd/cities#021220U	Saharanpur	2011	705478
http://harth.org/andreas/2017/citydata/unsd/cities#021230U	Saharsa	2011	156540
http://harth.org/andreas/2017/citydata/unsd/cities#021030U	Rajnandgaon	2011	163114
http://harth.org/andreas/2017/citydata/unsd/cities#021250U	Sambalpur	2011	189366
http://harth.org/andreas/2017/citydata/unsd/cities#021260U	Sambhal	2011	220813
http://harth.org/andreas/2017/citydata/unsd/cities#021240U	Salem	2011	829267
http://harth.org/andreas/2017/citydata/unsd/cities#021280U	Sangli-Miraj Kupwad	2011	502793
http://harth.org/andreas/2017/citydata/unsd/cities#021190U	Roorkee	2011	118200
http://harth.org/andreas/2017/citydata/unsd/cities#021310U	Satara	2011	120195
http://harth.org/andreas/2017/citydata/unsd/cities#021180U	Rohtak	2011	374292
http://harth.org/andreas/2017/citydata/unsd/cities#021170U	Robertson Pet	2011	162230
http://harth.org/andreas/2017/citydata/unsd/cities#021160U	Rishra	2011	124577
http://harth.org/andreas/2017/citydata/unsd/cities#021150U	Rewari	2011	143021
http://harth.org/andreas/2017/citydata/unsd/cities#021140U	Rewa	2011	235654
http://harth.org/andreas/2017/citydata/unsd/cities#021350U	Serampore	2011	181842
http://harth.org/andreas/2017/citydata/unsd/cities#021340U	Secunderabad	2011	217910
http://harth.org/andreas/2017/citydata/unsd/cities#021330U	Sawai Madhopur	2011	121106
http://harth.org/andreas/2017/citydata/unsd/cities#021390U	Shimla	2011	169578
http://harth.org/andreas/2017/citydata/unsd/cities#021400U	Shimoga	2011	322650
http://harth.org/andreas/2017/citydata/unsd/cities#021320U	Satna	2011	282977
http://harth.org/andreas/2017/citydata/unsd/cities#021410U	Shivpuri	2011	179977
http://harth.org/andreas/2017/citydata/unsd/cities#021300U	Sasaram	2011	147408
http://harth.org/andreas/2017/citydata/unsd/cities#021420U	Sikar	2011	244497
http://harth.org/andreas/2017/citydata/unsd/cities#021290U	Santipur	2011	151777
http://harth.org/andreas/2017/citydata/unsd/cities#021430U	Silchar	2011	178865
http://harth.org/andreas/2017/citydata/unsd/cities#021440U	Siliguri	2011	513264
http://harth.org/andreas/2017/citydata/unsd/cities#021460U	Sirsa	2011	182534
http://harth.org/andreas/2017/citydata/unsd/cities#021450U	Singrauli	2011	220257
http://harth.org/andreas/2017/citydata/unsd/cities#021470U	Sitapur	2011	177234
http://harth.org/andreas/2017/citydata/unsd/cities#021520U	South Dum Dum	2011	403316
http://harth.org/andreas/2017/citydata/unsd/cities#021380U	Shillong	2011	143229
http://harth.org/andreas/2017/citydata/unsd/cities#021560U	Sultan Pur Majra	2011	181554
http://harth.org/andreas/2017/citydata/unsd/cities#021370U	Shahjahanpur	2011	329736
http://harth.org/andreas/2017/citydata/unsd/cities#021580U	Surat	2011	4501610
http://harth.org/andreas/2017/citydata/unsd/cities#021590U	Surendranagar Dudhrej	2011	177851
http://harth.org/andreas/2017/citydata/unsd/cities#021570U	Sultanpur	2011	107640
http://harth.org/andreas/2017/citydata/unsd/cities#021550U	Srinagar	2011	1206419
http://harth.org/andreas/2017/citydata/unsd/cities#021540U	Srikakulam	2011	137944
http://harth.org/andreas/2017/citydata/unsd/cities#021640U	Thane	2011	1841488
http://harth.org/andreas/2017/citydata/unsd/cities#021510U	Sonipat	2011	289333
http://harth.org/andreas/2017/citydata/unsd/cities#021500U	Solapur	2011	951558
http://harth.org/andreas/2017/citydata/unsd/cities#021490U	Siwan	2011	135066
http://harth.org/andreas/2017/citydata/unsd/cities#021680U	Thoothukkudi	2011	237830
http://harth.org/andreas/2017/citydata/unsd/cities#021690U	Thrissur	2011	315957
http://harth.org/andreas/2017/citydata/unsd/cities#021710U	Tiruchirappalli	2011	847387
http://harth.org/andreas/2017/citydata/unsd/cities#021700U	Tinsukia	2011	116322
http://harth.org/andreas/2017/citydata/unsd/cities#021730U	Tirupati	2011	295323
http://harth.org/andreas/2017/citydata/unsd/cities#021670U	Thiruvananthapuram	2011	788271
http://harth.org/andreas/2017/citydata/unsd/cities#021660U	Thanjavur	2011	222943
http://harth.org/andreas/2017/citydata/unsd/cities#021650U	Thanesar	2011	155152
http://harth.org/andreas/2017/citydata/unsd/cities#021620U	Tenali	2011	164937
http://harth.org/andreas/2017/citydata/unsd/cities#021610U	Tambaram	2011	174787
http://harth.org/andreas/2017/citydata/unsd/cities#021600U	Tadepalligudem	2011	104032
http://harth.org/andreas/2017/citydata/unsd/cities#021800U	Udaipur	2011	451100
http://harth.org/andreas/2017/citydata/unsd/cities#021790U	Tumkur	2011	302143
http://harth.org/andreas/2017/citydata/unsd/cities#021780U	Tonk	2011	165294
http://harth.org/andreas/2017/citydata/unsd/cities#021830U	Ulhasnagar	2011	506098
http://harth.org/andreas/2017/citydata/unsd/cities#021770U	Titagarh	2011	116541
http://harth.org/andreas/2017/citydata/unsd/cities#021760U	Tiruvottiyur	2011	249446
http://harth.org/andreas/2017/citydata/unsd/cities#021740U	Tiruppur	2011	444352
http://harth.org/andreas/2017/citydata/unsd/cities#021750U	Tiruvannamalai	2011	145278
http://harth.org/andreas/2017/citydata/unsd/cities#021890U	Vadodara	2011	1752371
http://harth.org/andreas/2017/citydata/unsd/cities#021720U	Tirunelveli	2011	473637
http://harth.org/andreas/2017/citydata/unsd/cities#021930U	Varanasi	2011	1198491
http://harth.org/andreas/2017/citydata/unsd/cities#021910U	Valsad	2011	139764
http://harth.org/andreas/2017/citydata/unsd/cities#021980U	Vidisha	2011	155951
http://harth.org/andreas/2017/citydata/unsd/cities#021870U	Uttarpara Kotrung	2011	159147
http://harth.org/andreas/2017/citydata/unsd/cities#021850U	Unnao	2011	177658
http://harth.org/andreas/2017/citydata/unsd/cities#021840U	Uluberia	2011	235345
http://harth.org/andreas/2017/citydata/unsd/cities#021820U	Ujjain	2011	515215
http://harth.org/andreas/2017/citydata/unsd/cities#021810U	Udupi	2011	144960
http://harth.org/andreas/2017/citydata/unsd/cities#022070U	Yavatmal	2011	116551
http://harth.org/andreas/2017/citydata/unsd/cities#060003U	Ambur	2011	114608
http://harth.org/andreas/2017/citydata/unsd/cities#022060U	Yamunanagar	2011	217071
http://harth.org/andreas/2017/citydata/unsd/cities#022050U	Wardha	2011	106444
http://harth.org/andreas/2017/citydata/unsd/cities#022040U	Warangal	2011	704570
http://harth.org/andreas/2017/citydata/unsd/cities#022020U	Vizianagaram	2011	228720
http://harth.org/andreas/2017/citydata/unsd/cities#060005U	Anantnag	2011	150592
http://harth.org/andreas/2017/citydata/unsd/cities#021990U	Vijayawada	2011	1143232
http://harth.org/andreas/2017/citydata/unsd/cities#021970U	Veraval	2011	171121
http://harth.org/andreas/2017/citydata/unsd/cities#021960U	Vellore	2011	185803
http://harth.org/andreas/2017/citydata/unsd/cities#060010U	Baran	2011	117992
http://harth.org/andreas/2017/citydata/unsd/cities#060008U	Bagalkot	2011	111933
http://harth.org/andreas/2017/citydata/unsd/cities#060009U	Banswara	2011	101017
http://harth.org/andreas/2017/citydata/unsd/cities#060012U	Barnala	2011	116449
http://harth.org/andreas/2017/citydata/unsd/cities#060006U	Badlapur	2011	174226
http://harth.org/andreas/2017/citydata/unsd/cities#060007U	Bagaha	2011	112634
http://harth.org/andreas/2017/citydata/unsd/cities#060004U	Amreli	2011	117967
http://harth.org/andreas/2017/citydata/unsd/cities#060002U	Ambikapur	2011	121071
http://harth.org/andreas/2017/citydata/unsd/cities#060017U	Biharsharif	2011	297268
http://harth.org/andreas/2017/citydata/unsd/cities#060001U	Akbarpur	2011	111447
http://harth.org/andreas/2017/citydata/unsd/cities#022074U	Gangapur City	2011	119090
http://harth.org/andreas/2017/citydata/unsd/cities#060018U	Bundi	2011	104919
http://harth.org/andreas/2017/citydata/unsd/cities#060016U	Bhiwadi	2011	104921
http://harth.org/andreas/2017/citydata/unsd/cities#060015U	Bhadrak	2011	121338
http://harth.org/andreas/2017/citydata/unsd/cities#060023U	Chilakaluripet	2011	101398
http://harth.org/andreas/2017/citydata/unsd/cities#060014U	Betul	2011	103330
http://harth.org/andreas/2017/citydata/unsd/cities#060026U	Datia	2011	100284
http://harth.org/andreas/2017/citydata/unsd/cities#060027U	Deesa	2011	111160
http://harth.org/andreas/2017/citydata/unsd/cities#060013U	Bruhat Bengaluru Mahanagara Palike (BBMP)	2011	8495492
http://harth.org/andreas/2017/citydata/unsd/cities#060028U	Dhaulpur	2011	133075
http://harth.org/andreas/2017/citydata/unsd/cities#060011U	Baraut	2011	103764
http://harth.org/andreas/2017/citydata/unsd/cities#060031U	Gokal Pur	2011	121870
http://harth.org/andreas/2017/citydata/unsd/cities#060030U	Firozpur	2011	110313
http://harth.org/andreas/2017/citydata/unsd/cities#060029U	Delhi Municipal Corporation (DMC)	2011	11034555
http://harth.org/andreas/2017/citydata/unsd/cities#060034U	Greater Mumbai	2011	12442373
http://harth.org/andreas/2017/citydata/unsd/cities#060036U	Greater Visakhapatnam Municipal Corporation (GVMC)	2011	1728128
http://harth.org/andreas/2017/citydata/unsd/cities#060024U	Chittaurgarh	2011	116406
http://harth.org/andreas/2017/citydata/unsd/cities#060038U	Hindaun	2011	105452
http://harth.org/andreas/2017/citydata/unsd/cities#060021U	Chas	2011	141640
http://harth.org/andreas/2017/citydata/unsd/cities#060020U	Buxar	2011	102861
http://harth.org/andreas/2017/citydata/unsd/cities#060019U	Burari	2011	146190
http://harth.org/andreas/2017/citydata/unsd/cities#060040U	Hoshangabad	2011	117988
http://harth.org/andreas/2017/citydata/unsd/cities#060039U	Hinganghat	2011	101805
http://harth.org/andreas/2017/citydata/unsd/cities#060041U	Hosur	2011	116821
http://harth.org/andreas/2017/citydata/unsd/cities#060037U	Hastsal	2011	176877
http://harth.org/andreas/2017/citydata/unsd/cities#060035U	Greater Noida	2011	102054
http://harth.org/andreas/2017/citydata/unsd/cities#060033U	Greater Hyderabad Municipal Corporation (GHMC)	2011	6993262
http://harth.org/andreas/2017/citydata/unsd/cities#060049U	Khora	2011	190005
http://harth.org/andreas/2017/citydata/unsd/cities#060032U	Gondal	2011	112197
http://harth.org/andreas/2017/citydata/unsd/cities#060051U	Kishanganj	2011	105782
http://harth.org/andreas/2017/citydata/unsd/cities#060050U	Khurja	2011	121207
http://harth.org/andreas/2017/citydata/unsd/cities#060055U	Madavaram	2011	119105
http://harth.org/andreas/2017/citydata/unsd/cities#060048U	Kashipur	2011	121623
http://harth.org/andreas/2017/citydata/unsd/cities#060047U	Kasganj	2011	101277
http://harth.org/andreas/2017/citydata/unsd/cities#060045U	Kalyani	2011	100575
http://harth.org/andreas/2017/citydata/unsd/cities#060044U	Kadapa	2011	344893
http://harth.org/andreas/2017/citydata/unsd/cities#060060U	Mustafabad	2011	127167
http://harth.org/andreas/2017/citydata/unsd/cities#060043U	Jehanabad	2011	103202
http://harth.org/andreas/2017/citydata/unsd/cities#060061U	Nagapattinam	2011	102905
http://harth.org/andreas/2017/citydata/unsd/cities#060042U	Jamalpur	2011	105434
http://harth.org/andreas/2017/citydata/unsd/cities#060063U	Nagda	2011	100039
http://harth.org/andreas/2017/citydata/unsd/cities#060062U	Nagaur	2011	105218
http://harth.org/andreas/2017/citydata/unsd/cities#060067U	Navi Mumbai Panvel Raigad	2011	195373
http://harth.org/andreas/2017/citydata/unsd/cities#060058U	Muktsar	2011	116747
http://harth.org/andreas/2017/citydata/unsd/cities#060069U	Osmanabad	2011	111825
http://harth.org/andreas/2017/citydata/unsd/cities#060057U	Miryalaguda	2011	104918
http://harth.org/andreas/2017/citydata/unsd/cities#060056U	Mandoli	2011	120417
http://harth.org/andreas/2017/citydata/unsd/cities#060072U	Rudrapur	2011	154554
http://harth.org/andreas/2017/citydata/unsd/cities#060073U	Sehore	2011	109118
http://harth.org/andreas/2017/citydata/unsd/cities#060054U	Kurichi	2011	123667
http://harth.org/andreas/2017/citydata/unsd/cities#060074U	Seoni	2011	102343
http://harth.org/andreas/2017/citydata/unsd/cities#060071U	Ranibennur	2011	106406
http://harth.org/andreas/2017/citydata/unsd/cities#060070U	Pithampur	2011	126200
http://harth.org/andreas/2017/citydata/unsd/cities#060082U	Udgir	2011	103550
http://harth.org/andreas/2017/citydata/unsd/cities#060068U	New Delhi Municipal Council (NDMC)	2011	257803
http://harth.org/andreas/2017/citydata/unsd/cities#060085U	Bhimavaram	2011	146961
http://harth.org/andreas/2017/citydata/unsd/cities#060066U	Narasaraopet	2011	117489
http://harth.org/andreas/2017/citydata/unsd/cities#060065U	Nandurbar	2011	111037
http://harth.org/andreas/2017/citydata/unsd/cities#060089U	Jagtial	2011	103930
http://harth.org/andreas/2017/citydata/unsd/cities#060088U	Gangtok	2011	100286
http://harth.org/andreas/2017/citydata/unsd/cities#060090U	Mangalagiri	2011	107197
http://harth.org/andreas/2017/citydata/unsd/cities#060086U	Bongaon	2011	108864
http://harth.org/andreas/2017/citydata/unsd/cities#060092U	Vapi	2011	163630
http://harth.org/andreas/2017/citydata/unsd/cities#060087U	Dhamtari	2011	101677
http://harth.org/andreas/2017/citydata/unsd/cities#060093U	Vasai-Virar City	2011	1222390
http://harth.org/andreas/2017/citydata/unsd/cities#060079U	Tadpatri	2011	108171
http://harth.org/andreas/2017/citydata/unsd/cities#060097U	Kanpur (Cantonment Board)	2011	108534
http://harth.org/andreas/2017/citydata/unsd/cities#060077U	Sujangarh	2011	101523
http://harth.org/andreas/2017/citydata/unsd/cities#060078U	Suryapet	2011	106805
http://harth.org/andreas/2017/citydata/unsd/cities#060076U	Shikohabad	2011	107404
http://harth.org/andreas/2017/citydata/unsd/cities#060075U	Shamli	2011	107266
http://harth.org/andreas/2017/citydata/unsd/cities#060096U	Bally (Census Town)	2011	113377
http://harth.org/andreas/2017/citydata/unsd/cities#060095U	Aurangabad (Bihar)	2011	102244
http://harth.org/andreas/2017/citydata/unsd/cities#060091U	Puducherry	2011	244377
http://harth.org/andreas/2017/citydata/unsd/cities#017090C	Achalpur	2001	107316
http://harth.org/andreas/2017/citydata/unsd/cities#017100U	Adilabad	2001	129403
http://harth.org/andreas/2017/citydata/unsd/cities#017120U	Adoni	2001	162458
http://harth.org/andreas/2017/citydata/unsd/cities#017110C	Adityapur	2001	119233
http://harth.org/andreas/2017/citydata/unsd/cities#017120C	Adoni	2001	157305
