# city	citylabel	year	population
http://sws.geonames.org/59611/	Galcaio	2017	61200
http://sws.geonames.org/59611/	Gaalkacyo	2017	61200
http://sws.geonames.org/60928/	Dusa Marreb	2017	1200
http://sws.geonames.org/71137/	Sanaa	2017	1937451
http://sws.geonames.org/97019/	Dhi Qar	2017	1386335
http://sws.geonames.org/95446/	Arbil Governorate	2017	932800
http://sws.geonames.org/96965/	Diyala	2017	1244425
http://sws.geonames.org/96965/	Diyala Province	2017	1244425
http://sws.geonames.org/105343/	Jeddah	2017	2867446
http://sws.geonames.org/109323/	Khobar	2017	165799
http://sws.geonames.org/109435/	Jubail	2017	237274
http://sws.geonames.org/109579/	Northern Borders Region	2017	283024
http://sws.geonames.org/110336/	Dammam	2017	768602
http://sws.geonames.org/113646/	Tabriz	2017	1424641
http://sws.geonames.org/114593/	Susa	2017	52284
http://sws.geonames.org/128477/	Kashan	2017	272359
http://sws.geonames.org/121801/	Urmia	2017	577307
http://sws.geonames.org/141681/	Bandar Abbas	2017	352173
http://sws.geonames.org/141736/	Bam	2017	99268
http://sws.geonames.org/146400/	Larnaca	2017	72000
http://sws.geonames.org/146748/	Ayia Napa	2017	2798
http://sws.geonames.org/150442/	Rukwa Region	2017	1249391
http://sws.geonames.org/166230/	Krak des Chevaliers	2017	356
http://sws.geonames.org/166230/	Crac des Chevaliers	2017	356
http://sws.geonames.org/170062/	Aleppo	2017	3115559
http://sws.geonames.org/170062/	Aleppo Governorate	2017	3115559
http://sws.geonames.org/170654/	Damascus	2017	1569394
http://sws.geonames.org/172082/	Azaz	2017	66138
http://sws.geonames.org/202067/	Kibungo	2017	745070
http://sws.geonames.org/217695/	Bunia	2017	96764
http://sws.geonames.org/246008/	Petra	2017	14000
http://sws.geonames.org/248944/	Irbid Governorate	2017	942069
http://sws.geonames.org/248944/	Irbid	2017	942069
http://sws.geonames.org/250439/	Amman	2017	1972712
http://sws.geonames.org/250439/	Amman Governorate	2017	1972712
http://sws.geonames.org/250441/	Amman	2017	1275857
http://sws.geonames.org/250583/	Mafraq	2017	246783
http://sws.geonames.org/250583/	Mafraq Governorate	2017	246783
http://sws.geonames.org/250625/	Karak	2017	207335
http://sws.geonames.org/250625/	Governorate of Kerak	2017	207335
http://sws.geonames.org/250625/	District of Karak	2017	207335
http://sws.geonames.org/276632/	Bhamdoun	2017	5000
http://sws.geonames.org/276781/	Beirut	2017	1916100
http://sws.geonames.org/285787/	Kuwait	2017	60064
http://sws.geonames.org/285787/	Kuwait City	2017	60064
http://sws.geonames.org/285816/	Al Farwaniyah	2017	640375
http://sws.geonames.org/292223/	Dubai	2017	1137347
http://sws.geonames.org/292933/	Ajman	2017	234905
http://sws.geonames.org/292968/	Abu Dhabi	2017	603492
http://sws.geonames.org/281184/	Jerusalem	2017	714000
http://sws.geonames.org/281184/	Ariel	2017	714000
http://sws.geonames.org/281184/	Zion	2017	714000
http://sws.geonames.org/293703/	Rishon LeZion	2017	220492
http://sws.geonames.org/293253/	Jaffa	2017	100000
http://sws.geonames.org/293397/	Tel Aviv	2017	250000
http://sws.geonames.org/293397/	Tel Aviv Yafo	2017	250000
http://sws.geonames.org/293397/	Tel Aviv Yaffo	2017	250000
http://sws.geonames.org/293396/	Tel Aviv District	2017	1221600
http://sws.geonames.org/293396/	Tel Aviv	2017	1221600
http://sws.geonames.org/294514/	Kfar Sava	2017	80773
http://sws.geonames.org/294514/	Kfar Saba	2017	80773
http://sws.geonames.org/294514/	Kefar Sava	2017	80773
http://sws.geonames.org/294778/	Herzliya	2017	83600
http://sws.geonames.org/295435/	Bet She'an	2017	16800
http://sws.geonames.org/298333/	Sanliurfa	2017	449549
http://sws.geonames.org/298033/	Viranşehir	2017	154163
http://sws.geonames.org/304531/	Mersin	2017	537842
http://sws.geonames.org/304854/	Manavgat	2017	96052
http://sws.geonames.org/305359/	Kuşadası	2017	63177
http://sws.geonames.org/305359/	Kusadasi	2017	63177
http://sws.geonames.org/312888/	Hakkâri Province	2017	270322
http://sws.geonames.org/312888/	Hakkâri	2017	270322
http://sws.geonames.org/314903/	Foça	2017	15189
http://sws.geonames.org/321658/	Assos	2017	1100
http://sws.geonames.org/323777/	Antalya	2017	758188
http://sws.geonames.org/323786/	Ankara	2017	3517182
http://sws.geonames.org/333766/	Jima Zone	2017	2486155
http://sws.geonames.org/333766/	Jimma	2017	2486155
http://sws.geonames.org/333766/	Jima	2017	2486155
http://sws.geonames.org/333766/	Jimma Zone	2017	2486155
http://sws.geonames.org/326423/	Wolayita	2017	1501112
http://sws.geonames.org/326423/	Wolayita Zone	2017	1501112
http://sws.geonames.org/331677/	Bench Maji Zone	2017	652531
